*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：17:48:05
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
003500        0     019012872.0       接收     0000060B      标准帧      数据帧        08     04 4F EC 07 80 20 01 87      
003501        0     019012872.2       接收     0000060B      标准帧      数据帧        08     13 4F B4 1F 80 1F C1 7B      
003502        0     019012872.5       接收     0000060B      标准帧      数据帧        08     03 4F EB DC 80 5F 81 74      
003503        0     019012872.8       接收     0000060B      标准帧      数据帧        08     0B 4F E4 29 80 1F E1 80      
003504        0     019012873.0       接收     0000060B      标准帧      数据帧        08     08 50 AC 10 80 1F C1 76      
003505        0     019012873.3       接收     0000060B      标准帧      数据帧        08     11 50 FC 17 80 1F C1 89      
003506        0     019012873.6       接收     0000060B      标准帧      数据帧        08     14 50 AB C8 80 1F A1 8C      
003507        0     019012873.8       接收     0000060B      标准帧      数据帧        08     0F 51 4C 20 80 20 01 83      
003508        0     019012874.1       接收     0000060B      标准帧      数据帧        08     15 51 3C 29 80 1F E1 90      
003509        0     019012874.4       接收     0000060B      标准帧      数据帧        08     02 51 94 29 80 1E 41 8A      
003510        0     019012874.6       接收     0000060B      标准帧      数据帧        08     0D 51 84 33 7F DF C1 8D      
003511        0     019012874.9       接收     0000060B      标准帧      数据帧        08     06 51 74 43 80 20 01 87      
003512        0     019012875.1       接收     0000060B      标准帧      数据帧        08     05 51 43 A7 80 60 21 90      
003513        0     019012875.4       接收     0000060B      标准帧      数据帧        08     0A 52 2C 40 80 20 01 78      
003514        0     019012875.7       接收     0000060B      标准帧      数据帧        08     0E 51 CC 5A 7F DF E1 7F      
003515        0     019012875.9       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
003516        0     019012876.2       接收     0000060C      标准帧      数据帧        07     09 A5 2B 4A 82 20 6C      
003517        0     019012876.4       接收     0000060C      标准帧      数据帧        07     0C 9D 2D 7C 82 20 AC      
003518        0     019012876.6       接收     0000060C      标准帧      数据帧        07     01 94 E5 4A 82 20 C8      
003519        0     019012876.9       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
003520        0     019012877.1       接收     0000060C      标准帧      数据帧        07     04 94 E7 3A 82 20 CC      
003521        0     019012877.4       接收     0000060C      标准帧      数据帧        07     13 9D 27 3A 82 20 88      
003522        0     019012877.6       接收     0000060C      标准帧      数据帧        07     03 A5 6D 5B 02 20 8C      
003523        0     019012877.9       接收     0000060C      标准帧      数据帧        07     0B 8C A5 3A 02 20 E8      
003524        0     019012878.1       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 82 20 C8      
003525        0     019012878.4       接收     0000060C      标准帧      数据帧        07     11 94 E5 3A 82 20 CC      
003526        0     019012878.6       接收     0000060C      标准帧      数据帧        07     14 AD AD 5B 02 20 2C      
003527        0     019012878.9       接收     0000060C      标准帧      数据帧        07     0F 94 E5 3A 02 20 E8      
003528        0     019012879.1       接收     0000060C      标准帧      数据帧        07     15 94 E7 4A 82 20 CC      
003529        0     019012879.4       接收     0000060C      标准帧      数据帧        07     02 95 27 6A 82 20 E8      
003530        0     019012879.6       接收     0000060C      标准帧      数据帧        07     0D 9D 2D 8C 82 20 CC      
003531        0     019012879.9       接收     0000060C      标准帧      数据帧        07     06 A5 27 8D 82 20 64      
003532        0     019012880.1       接收     0000060C      标准帧      数据帧        07     05 AD 71 7D 02 20 2C      
003533        0     019012880.4       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 A8      
003534        0     019012880.6       接收     0000060C      标准帧      数据帧        07     0E A5 6F 8D 82 20 4C      
003535        0     019012880.9       接收     0000060D      标准帧      数据帧        08     07 7B 4F A6 70 80 19 0B      
003536        0     019012881.1       接收     0000060D      标准帧      数据帧        08     09 7C 4F A0 70 80 05 05      
003537        0     019012881.4       接收     0000060D      标准帧      数据帧        08     0C 69 4F A0 70 80 05 05      
003538        0     019012881.7       接收     0000060D      标准帧      数据帧        08     01 7B AF A0 70 80 05 05      
003539        0     019012881.9       接收     0000060D      标准帧      数据帧        08     00 7B EF A0 70 80 05 05      
003540        0     019012882.2       接收     0000060D      标准帧      数据帧        08     04 7C AF A0 70 80 05 05      
003541        0     019012882.5       接收     0000060D      标准帧      数据帧        08     13 7C 6F A0 70 80 05 05      
003542        0     019012882.7       接收     0000060D      标准帧      数据帧        08     03 83 2F A0 70 80 05 05      
003543        0     019012883.0       接收     0000060D      标准帧      数据帧        08     0B 7B EF A0 70 80 05 05      
003544        0     019012883.3       接收     0000060D      标准帧      数据帧        08     08 7B EF A0 70 80 05 05      
003545        0     019012883.5       接收     0000060D      标准帧      数据帧        08     11 7C 4F A0 70 80 05 05      
003546        0     019012883.8       接收     0000060D      标准帧      数据帧        08     14 7C AF A0 70 80 05 05      
003547        0     019012884.1       接收     0000060D      标准帧      数据帧        08     0F 7B EF A0 70 80 05 05      
003548        0     019012884.3       接收     0000060D      标准帧      数据帧        08     15 7C CF A0 70 80 05 05      
003549        0     019012884.6       接收     0000060D      标准帧      数据帧        08     02 7C EF A0 70 80 05 05      
003550        0     019012884.9       接收     0000060D      标准帧      数据帧        08     0D 66 AF A0 70 80 05 05      
003551        0     019012885.1       接收     0000060D      标准帧      数据帧        08     06 7D 0F A0 70 80 05 05      
003552        0     019012885.4       接收     0000060D      标准帧      数据帧        08     05 81 6F A0 70 80 05 05      
003553        0     019012885.7       接收     0000060D      标准帧      数据帧        08     0A 7D CF A0 70 80 05 05      
003554        0     019012885.9       接收     0000060D      标准帧      数据帧        08     0E 7B CF A0 70 80 05 05      
003555        0     019012886.1       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
003556        0     019012886.3       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
003557        0     019012886.5       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
